Status,Characteristic,Shape,"Part number (#:Packing code)","L size","W size","T size","Temperature   characteristics","Rated   voltage",Capacitance,"Tolerance   of   capacitance",Notes
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2E8R5BB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",250Vdc,8.5pF,±0.1pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2E8R5CB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",250Vdc,8.5pF,±0.25pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2E8R5DB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",250Vdc,8.5pF,±0.5pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2E8R6BB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",250Vdc,8.6pF,±0.1pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2E8R6CB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",250Vdc,8.6pF,±0.25pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2E8R6DB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",250Vdc,8.6pF,±0.5pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2E8R7BB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",250Vdc,8.7pF,±0.1pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2E8R7CB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",250Vdc,8.7pF,±0.25pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2E8R7DB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",250Vdc,8.7pF,±0.5pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2E8R8BB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",250Vdc,8.8pF,±0.1pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2E8R8CB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",250Vdc,8.8pF,±0.25pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2E8R8DB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",250Vdc,8.8pF,±0.5pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2E8R9BB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",250Vdc,8.9pF,±0.1pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2E8R9CB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",250Vdc,8.9pF,±0.25pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2E8R9DB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",250Vdc,8.9pF,±0.5pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2E9R0BB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",250Vdc,9.0pF,±0.1pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2E9R1BB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",250Vdc,9.1pF,±0.1pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2E9R2BB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",250Vdc,9.2pF,±0.1pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2E9R2CB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",250Vdc,9.2pF,±0.25pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2E9R2DB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",250Vdc,9.2pF,±0.5pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2E9R3BB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",250Vdc,9.3pF,±0.1pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2E9R3CB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",250Vdc,9.3pF,±0.25pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2E9R3DB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",250Vdc,9.3pF,±0.5pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2E9R4BB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",250Vdc,9.4pF,±0.1pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2E9R4CB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",250Vdc,9.4pF,±0.25pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2E9R4DB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",250Vdc,9.4pF,±0.5pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2E9R5BB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",250Vdc,9.5pF,±0.1pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2E9R5CB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",250Vdc,9.5pF,±0.25pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2E9R5DB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",250Vdc,9.5pF,±0.5pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2E9R6BB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",250Vdc,9.6pF,±0.1pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2E9R6CB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",250Vdc,9.6pF,±0.25pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2E9R6DB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",250Vdc,9.6pF,±0.5pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2E9R7BB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",250Vdc,9.7pF,±0.1pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2E9R7CB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",250Vdc,9.7pF,±0.25pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2E9R7DB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",250Vdc,9.7pF,±0.5pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2E9R8BB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",250Vdc,9.8pF,±0.1pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2E9R8CB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",250Vdc,9.8pF,±0.25pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2E9R8DB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",250Vdc,9.8pF,±0.5pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2E9R9BB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",250Vdc,9.9pF,±0.1pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2E9R9CB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",250Vdc,9.9pF,±0.25pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2E9R9DB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",250Vdc,9.9pF,±0.5pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2ER20BB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",250Vdc,0.20pF,±0.1pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2ER20WB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",250Vdc,0.20pF,±0.05pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2ER30BB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",250Vdc,0.30pF,±0.1pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2ER30CB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",250Vdc,0.30pF,±0.25pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2ER30WB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",250Vdc,0.30pF,±0.05pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2ER40BB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",250Vdc,0.40pF,±0.1pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2ER40CB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",250Vdc,0.40pF,±0.25pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2ER40WB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",250Vdc,0.40pF,±0.05pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2ER50BB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",250Vdc,0.50pF,±0.1pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2ER50CB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",250Vdc,0.50pF,±0.25pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2ER50DB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",250Vdc,0.50pF,±0.5pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2ER50WB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",250Vdc,0.50pF,±0.05pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2ER60BB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",250Vdc,0.60pF,±0.1pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2ER60CB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",250Vdc,0.60pF,±0.25pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2ER60DB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",250Vdc,0.60pF,±0.5pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2ER60WB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",250Vdc,0.60pF,±0.05pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2ER70BB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",250Vdc,0.70pF,±0.1pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2ER70CB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",250Vdc,0.70pF,±0.25pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2ER70DB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",250Vdc,0.70pF,±0.5pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2ER70WB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",250Vdc,0.70pF,±0.05pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2ER75BB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",250Vdc,0.75pF,±0.1pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2ER75CB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",250Vdc,0.75pF,±0.25pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2ER75DB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",250Vdc,0.75pF,±0.5pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2ER75WB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",250Vdc,0.75pF,±0.05pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2ER80BB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",250Vdc,0.80pF,±0.1pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2ER80CB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",250Vdc,0.80pF,±0.25pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2ER80DB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",250Vdc,0.80pF,±0.5pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2ER80WB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",250Vdc,0.80pF,±0.05pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2ER90BB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",250Vdc,0.90pF,±0.1pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2ER90CB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",250Vdc,0.90pF,±0.25pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2ER90DB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",250Vdc,0.90pF,±0.5pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2ER90WB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",250Vdc,0.90pF,±0.05pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H100FB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,10pF,±1%,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H100RB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,10pF,±2.5%,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H110FB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,11pF,±1%,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H120FB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,12pF,±1%,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H130FB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,13pF,±1%,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H140FB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,14pF,±1%,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H140GB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,14pF,±2%,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H140JB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,14pF,±5%,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H150FB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,15pF,±1%,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H160FB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,16pF,±1%,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H180FB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,18pF,±1%,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H1R0DB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,1.0pF,±0.5pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H1R0WB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,1.0pF,±0.05pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H1R1DB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,1.1pF,±0.5pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H1R1WB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,1.1pF,±0.05pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H1R2DB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,1.2pF,±0.5pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H1R2WB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,1.2pF,±0.05pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H1R3DB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,1.3pF,±0.5pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H1R3WB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,1.3pF,±0.05pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H1R4BB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,1.4pF,±0.1pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H1R4CB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,1.4pF,±0.25pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H1R4DB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,1.4pF,±0.5pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H1R4WB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,1.4pF,±0.05pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H1R5DB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,1.5pF,±0.5pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H1R5WB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,1.5pF,±0.05pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H1R6DB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,1.6pF,±0.5pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H1R6WB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,1.6pF,±0.05pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H1R7BB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,1.7pF,±0.1pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H1R7CB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,1.7pF,±0.25pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H1R7DB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,1.7pF,±0.5pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H1R7WB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,1.7pF,±0.05pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H1R8DB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,1.8pF,±0.5pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H1R8WB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,1.8pF,±0.05pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H1R9BB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,1.9pF,±0.1pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H1R9CB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,1.9pF,±0.25pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H1R9DB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,1.9pF,±0.5pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H1R9WB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,1.9pF,±0.05pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H200FB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,20pF,±1%,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H220FB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,22pF,±1%,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H2R0DB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,2.0pF,±0.5pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H2R0WB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,2.0pF,±0.05pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H2R1BB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,2.1pF,±0.1pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H2R1CB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,2.1pF,±0.25pF,
"In Production","General	Up to 150°C	Low dissipation/High Q	Reflow soldering",SMD,GQM2195G2H2R1DB12#,"2.0 ±0.15mm","1.25 ±0.15mm","0.85 ±0.15mm","X8G (Murata)",500Vdc,2.1pF,±0.5pF,
